513.627,1,957
514.194,1,1197
514.761,1,1428
515.328,1,1695
515.895,1,2138
516.462,1,2771
517.029,1,3832
517.596,1,5268
518.162,1,7341
518.729,1,9362
519.296,1,10870
519.862,1,11207
520.429,1,10539
520.996,1,9457
521.562,1,7807
522.128,1,5850
522.695,1,4325
523.261,1,3180
523.827,1,2434
524.394,1,1867
524.960,1,1561
525.526,1,1259
526.092,1,1114
526.658,1,934
527.224,1,810
527.790,1,789
528.356,1,741
528.921,1,706
529.487,1,693
530.053,1,665
530.619,1,634
531.184,1,637
531.750,1,628
532.315,1,623
532.881,1,574
533.446,1,501
534.011,1,449
534.577,1,422
535.142,1,382
535.707,1,357
536.272,1,344
536.837,1,349
537.402,1,337
537.967,1,296
538.532,1,290
539.097,1,282
539.662,1,271
540.227,1,286
540.792,1,287
541.356,1,261
541.921,1,264
542.485,1,271
543.050,1,241
543.614,1,255
544.179,1,247
544.743,1,237
545.308,1,228
545.872,1,215
546.436,1,213
547.000,1,229
547.564,1,230
548.129,1,218
548.693,1,208
549.257,1,219
549.820,1,195
550.384,1,197
550.948,1,216
551.512,1,200
552.076,1,208
552.639,1,185
553.203,1,210
553.767,1,174
554.330,1,199
554.894,1,186
555.457,1,171
556.020,1,197
556.584,1,188
557.147,1,175
557.710,1,199
558.273,1,190
558.837,1,192
559.400,1,190
559.963,1,196
560.526,1,189
561.089,1,182
561.652,1,193
562.214,1,186
562.777,1,197
563.340,1,169
563.903,1,186
564.465,1,167
565.028,1,168
565.590,1,173
566.153,1,165
566.715,1,176
567.278,1,163
567.840,1,180
568.402,1,176
568.965,1,183
569.527,1,162
570.089,1,161
570.651,1,171
571.213,1,161
571.775,1,176
572.337,1,173
572.899,1,166
573.461,1,176
574.023,1,153
574.584,1,162
575.146,1,156
575.708,1,163
576.269,1,165
576.831,1,165
577.392,1,158
577.954,1,176
578.515,1,147
579.077,1,165
579.638,1,166
580.199,1,166
580.761,1,163
581.322,1,156
581.883,1,156
582.444,1,152
583.005,1,150
583.566,1,153
584.127,1,154
584.688,1,162
585.249,1,153
585.809,1,159
586.370,1,149
586.931,1,159
587.492,1,154
588.052,1,165
588.613,1,164
589.173,1,150
589.734,1,168
590.294,1,161
590.854,1,160
591.415,1,164
591.975,1,155
592.535,1,150
593.095,1,154
593.656,1,150
594.216,1,146
594.776,1,153
595.336,1,158
595.896,1,160
596.456,1,166
597.015,1,161
597.575,1,158
598.135,1,160
598.695,1,159
599.254,1,157
599.814,1,169
600.374,1,166
600.933,1,162
601.493,1,161
602.052,1,160
602.611,1,179
603.171,1,153
603.730,1,158
604.289,1,181
604.848,1,167
605.408,1,150
605.967,1,171
606.526,1,162
607.085,1,164
607.644,1,161
608.203,1,170
608.761,1,165
609.320,1,177
609.879,1,170
610.438,1,170
610.996,1,176
611.555,1,183
612.114,1,168
612.672,1,163
613.231,1,166
613.789,1,150
614.348,1,185
614.906,1,173
615.464,1,163
616.023,1,171
616.581,1,160
617.139,1,173
617.697,1,181
618.255,1,160
618.813,1,163
619.371,1,177
619.929,1,173
620.487,1,176
621.045,1,176
621.603,1,170
622.161,1,178
622.718,1,163
623.276,1,155
623.834,1,169
624.391,1,153
624.949,1,159
625.507,1,153
626.064,1,160
626.621,1,152
627.179,1,165
627.736,1,166
628.293,1,157
628.851,1,161
629.408,1,157
629.965,1,149
630.522,1,139
631.079,1,151
631.636,1,160
632.193,1,168
632.750,1,162
633.307,1,155
633.864,1,160
634.421,1,149
634.978,1,152
635.534,1,159
636.091,1,149
636.648,1,152
637.204,1,153
637.761,1,148
638.317,1,156
638.874,1,155
639.430,1,164
639.987,1,174
640.543,1,160
641.099,1,153
641.655,1,148
642.212,1,154
642.768,1,145
643.324,1,156
643.880,1,148
644.436,1,155
644.992,1,156
645.548,1,156
646.104,1,151
646.660,1,148
647.216,1,152
647.771,1,147
648.327,1,167
648.883,1,160
649.439,1,153
649.994,1,156
650.550,1,139
651.105,1,139
651.661,1,145
652.216,1,135
652.772,1,154
653.327,1,164
653.882,1,148
654.438,1,157
654.993,1,156
655.548,1,161
656.103,1,143
656.658,1,155
657.213,1,158
657.768,1,152
658.323,1,150
658.878,1,154
659.433,1,162
659.988,1,158
660.543,1,145
661.098,1,167
661.653,1,157
662.207,1,144
662.762,1,140
663.317,1,137
663.871,1,167
664.426,1,162
664.980,1,133
665.535,1,164
666.089,1,156
666.644,1,145
667.198,1,163
667.752,1,166
668.306,1,143
668.861,1,158
669.415,1,157
669.969,1,136
670.523,1,144
671.077,1,152
671.631,1,146
672.185,1,150
672.739,1,154
673.293,1,148
673.847,1,146
674.401,1,168
674.955,1,153
675.508,1,152
676.062,1,137
676.616,1,142
677.169,1,152
677.723,1,152
678.277,1,153
678.830,1,159
679.384,1,143
679.937,1,151
680.491,1,148
681.044,1,138
681.597,1,149
682.151,1,139
682.704,1,143
683.257,1,133
683.810,1,143
684.363,1,139
684.917,1,146
685.470,1,146
686.023,1,143
686.576,1,149
687.129,1,149
687.682,1,140
688.234,1,141
688.787,1,145
689.340,1,137
689.893,1,149
690.446,1,138
690.998,1,138
691.551,1,149
692.104,1,138
692.656,1,148
693.209,1,148
693.761,1,138
694.314,1,138
694.866,1,126
695.419,1,142
695.971,1,141
696.523,1,135
697.076,1,135
697.628,1,152
698.180,1,145
698.732,1,127
699.284,1,138
699.837,1,137
700.389,1,135
700.941,1,137
701.493,1,154
702.045,1,137
702.597,1,129
703.149,1,142
703.701,1,126
704.252,1,121
704.804,1,144
705.356,1,135
705.908,1,135
706.459,1,130
707.011,1,142
707.563,1,131
708.114,1,123
708.666,1,137
709.217,1,130
709.769,1,127
710.320,1,125
710.872,1,119
711.423,1,131
711.975,1,139
712.526,1,148
713.077,1,131
713.628,1,132
714.180,1,131
714.731,1,129
715.282,1,128
715.833,1,132
716.384,1,148
716.935,1,142
717.486,1,139
718.037,1,128
718.588,1,134
719.139,1,135
719.690,1,134
720.241,1,122
720.792,1,141
721.343,1,125
721.893,1,129
722.444,1,139
722.995,1,138
723.546,1,131
724.096,1,124
724.647,1,129
725.197,1,127
725.748,1,126
726.298,1,133
726.849,1,133
727.399,1,136
727.950,1,134
728.500,1,125
729.051,1,116
729.601,1,116
730.151,1,105
730.701,1,100
731.252,1,111
731.802,1, 96
732.352,1,115
732.902,1,109
733.452,1,109
734.002,1,109
734.552,1,108
735.103,1, 97
735.653,1,106
736.202,1, 94
736.752,1,107
737.302,1,108
737.852,1, 98
738.402,1,111
738.952,1,102
739.502,1, 95
740.051,1,106
740.601,1, 99
741.151,1,110
741.700,1,104
742.250,1,107
742.800,1, 94
743.349,1,116
743.899,1,116
744.448,1,112
744.998,1,108
745.547,1,119
746.097,1,114
746.646,1,111
747.196,1,102
747.745,1,103
748.294,1,106
748.844,1,105
749.393,1,114
749.942,1,111
750.491,1,117
751.041,1,103
751.590,1,113
752.139,1,113
752.688,1,115
753.237,1,110
753.786,1,131
754.335,1,116
754.884,1,121
755.433,1,120
755.982,1,123
756.531,1,129
757.080,1,125
757.629,1,119
758.178,1,145
758.726,1,125
759.275,1,127
759.824,1,136
760.373,1,134
760.921,1,139
761.470,1,145
762.019,1,136
762.567,1,117
763.116,1,126
763.664,1,138
764.213,1,137
764.762,1,130
765.310,1,139
765.859,1,131
766.407,1,138
766.955,1,142
767.504,1,125
768.052,1,136
768.601,1,143
769.149,1,132
769.697,1,140
770.246,1,144
770.794,1,136
771.342,1,128
771.890,1,139
772.438,1,138
772.987,1,130
773.535,1,139
774.083,1,139
774.631,1,133
775.179,1,139
775.727,1,124
776.275,1,145
776.823,1,144
777.371,1,140
777.919,1,135
778.467,1,131
779.015,1,126
779.563,1,141
780.111,1,134
780.659,1,133
781.206,1,141
781.754,1,135
782.302,1,131
782.850,1,133
783.398,1,135
783.945,1,139
784.493,1,139
785.041,1,140
